pm_experience_years,team_size,resource_utilization,overtime_hours,num_dependencies,planned_days,days_elapsed,percent_complete,milestone_delays,critical_path_length,budget_spent_pct,change_requests,open_issues,avg_issue_age_days,historical_on_time_rate,team_turnover_rate,client_response_lag_hours,scope_initial,scope_final,project_type,schedule_buffer_ratio,scope_creep_pct,issue_resolution_speed,is_late
21,69,0.5731193368197695,39,1,308,256,0.7316532348789391,2,56,0.772003413691748,8,18,90,0.17868980675728197,0.604783058100184,80,225,186,Migration,-0.10931416859164517,0.19378698615278206,1.3192833651819065,0
25,29,0.6495560195906261,38,17,149,187,0.2535094624075863,9,14,1.4258265474689455,6,13,55,0.15253454798673027,0.7388236450949546,13,260,295,Upgrade,-0.11809355131981758,0.1608917816360813,7.809755723400761,0
5,199,1.3308114447396813,32,13,216,113,0.32870860099130617,0,87,1.0006016904045216,0,14,97,0.001119654492688471,0.5497442212481702,85,329,112,Implementation,-0.14275996467552227,0.17125584154191836,1.5788362476001034,1
22,38,0.645113080319759,44,43,96,152,0.33704683959654524,5,19,0.6367070747880003,9,13,6,0.24998221805495124,0.29118025657769864,6,79,532,Migration,-0.4896828517318402,0.6676404330818293,3.844679197944343,0
10,61,0.8832964869290296,21,11,154,352,0.1355348579120158,9,68,0.11524213950406548,3,8,75,0.8359634445514814,0.18214764123101757,9,157,351,Migration,-0.3154332455856859,0.035320628908077134,2.9599380045321326,0
23,54,0.7814992560547503,25,48,190,133,0.35116447268758344,8,48,0.17460592933943786,1,15,96,0.7193973428342185,0.6456297057062527,85,111,127,Upgrade,-0.3215173159237519,0.9862881722422205,4.644052888992794,1
14,6,0.7434447164403932,42,34,277,78,0.7236162272983216,4,76,1.1154483774874497,9,19,57,0.15012655516068052,0.8655750028224961,56,244,447,Upgrade,0.3941342957852296,0.639095285403946,2.1915671974869744,1
24,3,0.5257219511084267,13,6,331,41,0.401310263720678,5,44,0.4738032034494585,3,6,0,0.9335598817895834,0.6151957054809981,35,387,61,Migration,0.015032403651282555,0.004429337107033526,7.308531990581588,0
4,103,1.0662512635348111,38,34,89,58,0.2997359416544708,4,60,0.4392025801883031,5,0,16,0.6399279857270379,0.5780311451596859,31,286,406,Migration,0.3171226753508025,0.3225375333713421,6.627948205512077,0
11,47,0.9012395208334609,5,17,217,19,0.7007097860760731,6,74,0.3462666719452079,4,8,27,0.506172857642696,0.4287271645374091,92,208,493,Upgrade,0.039957330590578266,0.15656343092019304,8.524527183218362,1
8,17,1.0515902126370111,29,14,354,16,0.515478785401187,9,1,1.345857330808184,7,16,62,0.12541951161130582,0.37259306885080834,34,200,553,Migration,0.4168766125798964,-0.05580986011532854,3.3999099402106316,0
7,58,0.8045082064975037,1,49,35,194,0.435865184017196,5,21,0.4581324230193807,2,2,81,0.88940913158164,0.9272994952281431,36,53,90,Implementation,0.333404535816864,0.3673030931827436,2.369396289378137,0
9,55,1.4414608550542627,49,39,221,197,0.7961559568433234,4,45,0.26536589122768517,3,5,23,0.6005079007618803,0.06899008003089313,21,393,251,Migration,0.6826871032854229,0.39334191955631953,1.0158961481236115,0
11,85,1.0913471922415274,42,38,287,290,0.3819448930975625,9,36,0.5508380964471558,9,16,14,0.1375741188946652,0.569899348955574,69,76,358,Migration,0.7377387398704811,0.740304825985937,9.402481752784828,0
3,198,1.4612070465322669,12,15,64,225,0.5443478082659097,3,4,1.0657030634676423,4,9,17,0.4823029552019015,0.1439044953048454,39,69,147,Migration,0.16197400957240227,0.10261201969448552,1.3023886686257913,0
21,62,0.8500059542586587,7,33,253,69,0.03177484375858397,0,64,0.621398463281554,1,10,24,0.037065995339630176,0.5767826956700617,84,291,64,Upgrade,0.7185650320557957,0.6009038681903696,8.22130015565136,0
16,141,0.5022895373463221,32,17,171,237,0.3394161605947652,2,9,1.1476640086608385,3,1,40,0.07620649678477343,0.3530216481101599,86,255,131,Implementation,-0.28090749956673694,0.5182878348163533,7.393937727293088,0
24,153,1.2812655649624407,45,30,231,161,0.23690333458628388,6,76,1.0230045484581995,4,16,76,0.18616129286261018,0.09790150399045983,66,57,153,Migration,0.1784695618225418,0.3388263002688469,1.530248877979638,1
21,11,1.3273788545606422,16,19,268,62,0.88574975581156,4,18,0.5334370960713608,7,9,39,0.4261206145167088,0.05862820645667932,62,209,70,Migration,-0.13462094132336083,0.9399850163868946,1.8281416235950805,0
4,100,0.558703397200336,48,30,78,237,0.021052663469281696,8,60,1.3127270927740684,1,10,79,0.8178241398486443,0.796047749672568,21,212,208,CustomDev,0.9672562212317326,0.9284162235955953,4.12020623306892,0
2,90,1.125369228462319,22,37,52,237,0.700045391077444,6,89,0.11082995942356894,1,4,50,0.6714198766702874,0.04305348807667053,99,499,353,Migration,0.11898851283475187,0.5023629135026313,7.219193130484753,1
12,102,1.1610178670401203,22,15,135,154,0.756198874925561,5,36,1.1027491278361474,5,0,69,0.6844409199830627,0.97403420535668,94,253,178,Implementation,0.378739845669239,-0.09057578058382096,3.6932855890926506,0
14,35,0.6457338670475653,16,0,117,60,0.3325012591023083,9,22,0.7617374365313596,4,6,38,0.07574737963774802,0.32316486279367573,39,428,230,CustomDev,0.7309174580506723,0.9065174725477712,6.69216941684453,1
7,93,1.052524552852581,13,4,126,10,0.2570981223440112,7,23,0.4808190735227101,0,3,82,0.19876306348639483,0.9794076993775552,87,85,150,Implementation,0.10800804963484367,0.2722563210768431,8.999501618601725,0
23,25,0.7431988806799437,16,45,339,275,0.16483469184263821,1,45,0.6130215326995667,8,11,3,0.4437836614726396,0.40388070349325267,74,435,290,CustomDev,0.11048289050015492,0.8037113617463392,8.315674159812305,0
17,189,0.5164517032045162,8,47,260,56,0.2771041130958546,7,30,0.8816756185129991,0,6,37,0.93834479080395,0.7935178670975901,13,339,138,Implementation,0.2505717772962952,0.6604831046880666,5.1428489880972394,1
22,117,1.3669110903761177,18,34,149,100,0.9139402060244346,6,87,0.4101719633349467,8,19,48,0.6270843062483028,0.17458302694619798,13,233,269,CustomDev,0.848281664905207,-0.06790513669539455,7.737955761922381,1
3,7,0.9916951712264641,14,5,232,246,0.04333699728008622,9,84,0.9103895502790494,6,5,80,0.20999081575741718,0.20281907432228297,38,247,184,Implementation,0.09396476725090197,0.7854368959193792,1.12385060241292,0
24,101,1.281699100910711,2,29,83,154,0.45671535874938163,0,68,0.7950655238218887,8,4,30,0.0056781045258395,0.6145049718594081,34,118,345,Migration,-0.2532181809991712,0.18619355987559338,9.805516757244773,0
6,185,1.2228930322291087,18,21,91,299,0.264381107407373,1,35,1.1531809412237426,8,5,20,0.06503273976418533,0.9458270655202738,43,159,249,CustomDev,-0.23954768934819298,0.8312904994861714,2.656918029971604,0
13,148,1.493705261014529,1,11,62,134,0.6958709397725394,8,14,0.2690742406557334,1,6,59,0.17648348057806673,0.9047327063051722,57,425,283,Migration,0.24708101400301952,0.7199314655717841,6.140256867064627,0
13,55,0.9379534039011932,9,18,172,325,0.3339025412448614,9,23,0.5348609817654927,6,15,52,0.6290521593741538,0.7634898890030849,50,314,255,Implementation,0.5699017890877125,0.4078719419725278,0.7943719832314048,1
24,178,0.9275506067571776,36,39,237,134,0.34596130131990066,2,46,0.7661222719240661,5,4,41,0.14378011158356818,0.8051641742986018,55,315,476,CustomDev,0.12188710295412708,-0.1437013948358617,4.869282278994326,0
8,37,0.7817555670511702,1,49,200,30,0.058294581815765856,9,81,1.091262941384775,4,15,56,0.041671395270995615,0.9978121014651655,93,239,257,Implementation,0.29672405848538974,0.8973888180461194,3.6958778982690306,1
7,50,1.1251472134032148,15,43,216,263,0.9104965266297639,0,77,0.5040291333342235,3,10,40,0.5747086269702641,0.7596923519749105,48,301,272,CustomDev,0.23129888589099412,0.8976925488069569,5.360187229170883,0
10,31,0.9861125005552842,34,10,84,240,0.5215873218248055,7,97,0.45846331954656216,6,16,13,0.17751622169965942,0.38236758002945137,92,350,479,Upgrade,0.7816751486432945,0.9723937439270862,4.039014703910881,0
10,184,1.2287611221416688,1,25,246,364,0.06898672618823376,3,44,1.3395393247920906,9,5,85,0.22387613402465423,0.3277638675847113,90,490,589,Migration,-0.3298832179883649,0.9052494754342832,1.0635183925150746,0
5,143,0.8565116984414273,36,26,215,36,0.7517237625257122,6,55,0.16341999643403177,9,8,16,0.9657571441718147,0.5014224094929378,81,87,111,Migration,0.7002640229396793,0.36939918714497016,7.768501919333198,1
5,104,0.6308447416093259,4,14,350,192,0.7800336353578738,8,22,1.0908679100630876,5,3,74,0.8141221561891195,0.9368167616778853,53,153,314,Upgrade,-0.34253582067589483,0.8211125281074343,5.0277321919415785,0
6,133,1.3624354521194542,2,21,112,259,0.461139854561583,5,69,1.2064904624436221,4,8,19,0.8351701837733762,0.015807709302723016,57,124,375,Implementation,0.08448778309845018,0.4888024646379974,3.819860034550346,1
14,52,1.3280469419646845,9,19,50,146,0.9791282640383745,2,64,0.39207186631790114,9,13,79,0.03173882606800238,0.9229899413268065,90,405,197,Upgrade,0.5826149406099028,0.6764065536322936,2.6928115308909493,0
10,15,0.8510001871157442,43,3,182,95,0.22600008222714152,9,7,0.6556712036222663,1,11,21,0.9706532424934294,0.9282813568895064,36,331,261,CustomDev,0.23704226501187153,-0.07775585356599507,5.146243349560172,1
11,169,1.1903517175119993,2,20,96,107,0.8442139952272115,2,41,0.7797433523281636,1,3,63,0.481129895080332,0.12284019754120334,0,53,490,Migration,-0.42078224034292094,0.6478104520387071,7.839026498500765,0
21,192,0.9924029062756118,4,18,88,3,0.8464312527245847,5,93,1.1558829891487938,2,13,96,0.0873583661081051,0.026941805816819597,68,263,151,Migration,-0.33608901922618833,-0.030691624876322765,5.034841346601977,0
7,8,1.2609720971311003,47,15,108,227,0.5212264926277926,1,51,1.3110454293140943,8,11,88,0.31468045142179935,0.613188108086137,85,80,238,Upgrade,0.9169689192047838,0.11013387888850651,6.134769136940143,0
27,11,0.8901323686645124,30,30,257,284,0.540107882442045,8,44,0.5890115418571882,2,10,21,0.10181678303274222,0.06770837583615197,80,441,88,CustomDev,0.031574741231499504,0.13554785493992122,4.43532818975246,1
22,112,1.0356392353912296,28,35,173,164,0.11227884844456903,9,13,0.5225574252939987,4,1,63,0.3273820043017719,0.7323075400769942,13,453,304,Migration,0.5200896429221435,0.11197581696522008,3.0973012859185,0
5,9,0.5578161040647472,2,2,322,14,0.13321284392628419,3,79,0.5268861058387637,1,7,31,0.12764220044788877,0.3604726447295393,74,326,160,Upgrade,-0.4060134765846997,-0.08694990881309732,1.8217315997851686,1
9,144,0.6749099815880814,19,17,70,282,0.42278421119085774,4,90,0.2932767464809612,4,14,2,0.25006339677884615,0.2943020202555827,59,292,199,CustomDev,0.917516613796229,0.35378521130604074,3.415456451956116,0
5,189,1.281765607775103,28,1,342,331,0.9181022876848131,4,90,0.08343468858296604,4,7,96,0.06766384611267828,0.2565549027561286,6,388,159,Implementation,0.5945484745606255,0.7364355520410653,9.99364670658222,0
8,56,0.8815654821728774,26,41,167,221,0.21452511003494001,9,92,1.333601307530258,8,0,50,0.2562762477048356,0.8334647295424215,66,268,489,CustomDev,0.3684316349242791,0.6932828977793375,9.904716525110855,0
10,59,0.5351054242295902,26,46,208,31,0.4750032111835014,6,94,0.4679154731077728,0,5,43,0.3407052800950229,0.9389692473756079,47,280,221,Implementation,0.493324192119332,0.08247171387249352,6.337824912524337,0
3,172,0.6676362857119467,5,23,303,150,0.06424400667325325,0,31,0.016674271619328385,1,13,57,0.914202535234609,0.09227700892091473,90,362,360,Migration,-0.31451839659011355,0.2456560030999715,6.593345617347622,1
0,71,0.9115980320856145,49,47,194,207,0.2992335560410204,7,75,0.2177251481470891,7,4,16,0.1891101987463314,0.128193677381911,93,108,354,Implementation,0.8953796007539356,0.5492018366916032,5.1624527942916565,0
13,48,1.217913107016772,35,31,84,347,0.3720052258765264,4,29,1.4136469274595653,1,2,89,0.8279841781248297,0.7282142876849007,30,497,223,Upgrade,0.9880633246989601,0.509048217976863,8.821361890864837,0
21,17,0.863485041807231,12,43,110,182,0.9628803931151017,0,36,0.09162502383710786,3,14,42,0.8177118123668359,0.9159690125349189,7,326,435,Upgrade,-0.1747264775041995,-0.10922254430939306,2.6170152891689753,1
9,168,1.245185754378869,48,47,337,4,0.1930393880874437,4,17,1.0380449490597579,0,14,51,0.5610697423554944,0.9265326543207701,24,295,449,Implementation,0.44698225179033935,-0.023356645275249083,1.6504054293086166,1
25,185,1.3580605872950833,15,29,53,257,0.10071825971548787,0,5,1.1713250501999237,6,11,94,0.43761485652459253,0.8755021140160809,91,281,238,Migration,0.5280056616555875,0.47316087026897663,4.931561664066798,1
11,16,0.8411366142057126,6,22,335,251,0.05375282721901875,2,58,1.122316860138578,5,1,23,0.4009389409587031,0.3959111105356411,88,168,155,Implementation,0.06325716389156666,-0.16051220375213174,1.9461808106385745,1
27,160,1.3003755708544253,44,37,256,85,0.5220434903691424,7,8,0.5001309626395027,5,6,88,0.9104309882236646,0.01403187604565892,1,311,207,Migration,0.905944817966474,0.9270502215735881,9.318592129897947,1
7,32,0.6268806659301895,7,8,201,149,0.5194520716756257,4,20,0.9593906636073737,6,6,45,0.9537921699677773,0.0071068132976678244,35,262,262,Upgrade,-0.19036856612385478,0.07012896445253425,9.756466237715493,1
16,28,0.9152835250716596,3,14,135,15,0.1958497513406936,4,19,0.4226356086632781,3,7,10,0.7010785876997351,0.004610459860577287,41,311,232,Upgrade,-0.024419267405155598,0.2601584377597293,6.248095241252797,1
22,76,0.5975623962815926,31,27,318,44,0.2475180109030226,3,61,0.6248146278214977,9,14,42,0.8637608261575792,0.5077310475973978,73,125,226,Implementation,0.35159599849099177,0.709806400093725,4.844193118161256,0
1,87,0.5525279887947757,13,10,40,113,0.31885075236934834,8,50,1.2465166028386214,9,18,46,0.7840698928040842,0.2902723685414298,7,467,113,Implementation,-0.20994245528709554,0.2494957031327411,9.816707548567512,1
27,170,0.5645273774854469,7,24,268,33,0.009449971067530427,2,94,0.9099044077966945,7,12,55,0.7143254989462533,0.9772814066969499,5,207,478,Implementation,-0.29262900915418566,0.18379563910153984,1.4652894939670937,1
10,140,0.6047520270816364,5,42,100,100,0.8170557545311161,9,66,0.7028278628477506,9,2,56,0.24116759089767537,0.6444417954430385,45,455,460,CustomDev,0.34973945092065895,-0.1832933103795031,3.7214782129815935,0
14,29,1.3357259234163987,6,39,149,237,0.7727720111935392,3,18,1.0304682805162066,6,5,26,0.41445984141460235,0.8236874870256502,4,179,455,Implementation,0.2765311232457034,-0.16141893111444738,6.719265364741747,0
18,117,1.0436771236336901,48,44,51,139,0.32025394927075446,3,26,1.1103670165116504,9,1,89,0.24890310913977276,0.9031999361900435,10,310,76,Implementation,0.19263787018122636,0.0041398297288118,5.457563551431062,1
19,175,1.4473881877770107,33,43,218,53,0.5742982168641982,6,23,1.3951129408329048,5,9,32,0.7533334894416277,0.3766194467097229,78,327,463,Implementation,0.8593957096792098,-0.1686059517467059,2.4203843092525603,0
0,132,1.0380003013125134,42,16,79,227,0.32817989595749875,7,46,1.1526079747805245,7,4,67,0.30113527513267946,0.11610107126437386,87,159,297,Implementation,0.5383395971277185,0.9226111291349517,4.733260181368982,1
26,46,1.1287113323103868,30,35,69,312,0.02679175800789646,4,10,0.7180711012473371,4,6,96,0.703699402044512,0.025538783509127527,2,325,82,CustomDev,0.9002629498392973,0.8607278960036595,0.6099767892025496,0
18,26,0.684483961140493,27,18,140,215,0.5897889264335824,6,43,0.3270547282140654,7,8,13,0.33077228434932804,0.8080931610542316,86,233,139,Migration,-0.35833516923557407,0.9464884893660985,7.933751258811352,0
29,91,1.0405810206337085,10,48,196,113,0.721619955855141,4,32,0.7056422751256091,4,0,48,0.06248874918783698,0.030085471212617954,33,403,406,Upgrade,0.04828267979993239,0.9096470952438196,8.874765691020176,1
14,94,0.8853025488033268,48,8,346,294,0.3338497561621413,7,11,0.6598399938872259,3,11,10,0.8921373758404176,0.5669797530663409,4,404,533,Migration,-0.4287771316133292,0.8741674149063534,9.30529408284886,0
18,71,1.4314353421403703,41,13,308,125,0.24137186929677468,8,88,0.8986388602964581,8,11,84,0.41492833053795086,0.5244443572405821,17,362,178,Migration,0.5494683639874065,0.5402919538759674,7.114837231167248,1
13,22,1.433921215781792,26,47,164,5,0.2642289460658632,8,35,0.9381697582897736,1,9,82,0.2300397016528477,0.49804827590232137,37,136,293,CustomDev,0.8468957751006152,0.6664171523460483,7.143943493469712,0
26,24,0.698498612502241,5,11,226,240,0.349096130048006,6,2,0.32531788030249426,3,19,96,0.5352403968274075,0.9705995457163951,63,438,579,Upgrade,0.4626826949054885,0.20110055414573735,8.103247487272789,0
24,106,1.1201308639383658,38,30,287,262,0.46755944708537023,2,73,1.2091875653886295,9,8,90,0.1329870196327393,0.09903938654913313,34,309,194,Implementation,-0.08616379944052588,-0.13312656205028772,4.813424016616343,0
27,188,1.138175802970978,16,14,157,80,0.7549189096762488,6,63,0.6199436571284855,3,10,80,0.011200942578025397,0.6115652670592373,30,60,346,Upgrade,-0.016285269344462283,0.2308046880443793,7.847100761347073,0
15,119,1.062535079458018,10,14,287,137,0.19900886693577624,6,35,1.1808806059719168,5,10,34,0.024275613880154756,0.18038053169679924,49,106,482,Migration,-0.3474176478720782,0.6510817137486802,4.847211141794449,0
23,88,0.6243297079951493,36,33,252,2,0.7063475250690298,2,39,0.023460942616656877,8,7,39,0.9906614459434927,0.11217099577814038,27,254,539,Implementation,0.5187050140509051,0.4965402003224961,7.309735166117762,0
10,186,1.154015318840862,41,39,265,171,0.9645476264983966,8,20,1.1547062977046862,9,18,4,0.7957849481216335,0.6190594688599528,21,161,540,CustomDev,0.29364749796455836,0.4707269591364119,7.399944679605812,1
13,138,1.2990852849242,30,11,357,162,0.18027395803110502,7,32,0.8239480151715712,8,9,19,0.844833347197551,0.42862069385256696,86,93,370,CustomDev,-0.09961151576214267,0.7892154016313431,2.1401875236558796,1
22,143,0.8452260338531301,3,49,156,94,0.5075992120494147,4,17,0.634822356233917,1,19,44,0.49196765550127064,0.058787126377121135,40,209,217,Migration,0.6286291850766879,0.1276989753157134,4.133566938147835,0
2,115,1.0145517019441572,30,4,52,192,0.36127631052187426,0,18,0.21393262875417246,7,14,80,0.5310675691177814,0.5896221646366422,2,136,221,Upgrade,0.9673223851812167,0.0063316841521305345,0.6687623999680409,1
21,152,0.6163279463492779,45,5,209,247,0.6004550718316182,7,39,1.3300207925337943,7,18,87,0.18418662771097272,0.974264773449846,92,82,401,Upgrade,0.03940570459905035,0.6400043364195549,8.465107479978334,1
0,100,1.4306887114870277,34,48,140,162,0.8808465107349454,2,83,0.07964596145397596,6,1,61,0.49801942696988744,0.010916338658380154,20,325,545,Migration,-0.32572120705965757,0.3291316144584104,3.2758276642701714,1
17,124,0.60953785317232,13,2,49,290,0.8863426812634736,7,18,0.17052327731096395,8,12,18,0.5800858138157162,0.2993271480343229,35,294,575,Migration,0.3957482066727126,0.9142764099760123,3.1902806354106588,0
14,123,0.708377106668247,32,15,82,167,0.4430501651527786,4,82,1.2690196526089366,3,8,31,0.8225861462180148,0.6863206641188633,61,426,311,Upgrade,0.49205414110082724,0.32474811775402884,7.111230383302234,0
14,150,0.798478475800035,12,6,208,149,0.7573500747558125,7,83,1.0329390057272467,7,9,20,0.8533913447997475,0.8290307440120191,33,74,432,Migration,0.39142327645691966,0.1781771495751725,7.678370314160801,1
14,179,1.3257902391820218,43,11,350,242,0.5113046872161346,8,5,1.265913215448598,7,3,80,0.8192526389545215,0.5637381485942196,8,185,53,Upgrade,0.13023564863984638,0.7347814907731327,4.078137368771536,0
14,59,1.200655920502355,42,3,143,62,0.7720070611874708,0,28,1.4577929639213654,8,16,85,0.9530171945787241,0.3634976575391402,23,141,409,CustomDev,0.5888868092902062,0.1266072533632736,1.5612452797931904,1
12,140,0.5070144380031025,28,17,212,308,0.8843611909900939,0,58,0.5101958633195425,7,12,57,0.9048887139602049,0.15634257395084994,73,66,260,Upgrade,-0.03721612961743437,0.6115057573685787,5.293185720601266,1
13,7,0.6835615471594105,6,14,89,220,0.7118070141459715,6,17,1.213582592008644,5,9,36,0.27757632307408875,0.16257999207493312,65,343,498,Migration,0.057059290727670575,0.4408470624629743,6.377331726917734,1
17,106,1.2501511791919018,20,7,73,133,0.060756693209592316,4,42,0.057582232898120755,5,19,78,0.19675251716438835,0.9462817609656828,81,179,572,Implementation,0.9298371511601358,0.6801171798358749,9.837609739780468,0
22,179,0.9038344910008124,6,35,292,85,0.2452943118825418,6,70,1.367547529107629,5,8,81,0.37547532012014395,0.00606966986216706,44,440,456,Upgrade,0.5638909862080308,0.8664210370761314,2.127781465198758,0
16,129,0.52621353246726,38,1,235,288,0.7857790123607984,1,1,0.9553942945279149,3,4,50,0.08365139438437008,0.6616673898987957,95,140,66,Migration,-0.49318569603607776,0.11441957117870538,9.263678292857612,0
19,54,1.4639168783200247,34,23,93,5,0.019644459520239632,8,64,1.3549508910650259,9,11,77,0.830506154853122,0.5693226886164765,32,76,496,CustomDev,0.05156892124221768,0.6915418596697884,5.203805705459683,1
25,121,0.6512329129405621,12,15,197,22,0.5179389971122159,2,31,0.8460077911885728,1,7,61,0.46544135770539163,0.7674401256904484,82,252,139,Upgrade,0.6937038104217861,0.7546595107736389,6.914942027781181,0
29,72,1.0104666400468276,42,32,224,221,0.6104195936874142,1,78,0.9465846210914,9,9,91,0.12013539647135918,0.1310547199394021,24,183,250,Implementation,0.8410303311399527,0.7304364023763803,3.9334178656815637,1
3,87,0.7483160976448434,37,16,49,175,0.8199960955679787,4,19,1.394920820252848,5,5,36,0.4554746179241028,0.6146365358321039,78,62,120,Upgrade,-0.2160878840281435,0.31758691391904575,4.296022434154651,1
21,46,1.2374693202253595,46,23,130,62,0.8066166793508229,8,70,0.45349353814257254,2,11,17,0.5516656762209589,0.6132816637288924,72,398,415,Migration,0.7132912777110891,0.027618261020521395,7.2239854582074905,0
6,125,1.2767260990472882,13,40,319,137,0.07318026106078135,0,76,0.516643067620556,5,7,34,0.3614670992507547,0.8310592307725115,15,144,386,CustomDev,-0.0344231448435357,0.884586038695083,6.821373672216684,1
5,40,0.8972204035248931,8,7,151,285,0.6796952951194719,5,44,1.2775556207695995,1,17,20,0.31505415162414807,0.9990036373228539,17,58,60,Upgrade,0.1768091285084208,0.5187134422791106,3.0315779596067145,1
23,89,1.1584496214590319,24,21,267,170,0.790300479337295,8,45,1.4475233364980453,6,9,72,0.4424769716005993,0.678339096214947,3,210,493,Implementation,0.13048188744804057,0.0035345023621705662,6.736820575680237,0
2,187,1.4090735845464855,13,28,232,192,0.10543981472395814,5,40,1.0016216146339227,9,1,16,0.2501100945716018,0.643301162025667,93,317,479,CustomDev,0.19684800608676412,0.6202255837391526,9.618387939334584,1
25,151,1.3148091184926063,36,36,31,33,0.4854134752650031,0,80,0.6451122418194435,0,15,38,0.37666071461474804,0.18546062933612706,49,354,54,Implementation,-0.19227411803559225,0.48584510149563614,2.225337953841186,1
23,83,0.9148977176449147,21,26,347,263,0.6493582571594149,2,41,0.16666439672996014,4,11,0,0.7057116430935256,0.4739933205301716,56,140,335,Migration,-0.4694493060289689,0.7191720672142365,5.16916459361317,0
29,193,0.9414760538966379,31,36,351,50,0.3423987668023477,5,96,0.9110056196206617,6,11,40,0.9033721520837478,0.7557809655599207,74,75,504,CustomDev,-0.1811672290365003,0.8180250971548773,2.4023846907563398,1
20,3,1.3868782740270205,8,39,253,85,0.3705322929014586,6,16,1.2363089482419634,6,2,70,0.052879195371574594,0.9546768462606824,56,221,593,CustomDev,0.5034536711656727,0.4227678704072733,2.819903211128971,1
26,192,0.5343728004263429,4,39,83,107,0.10287726891162619,1,40,0.16482056131587092,8,10,29,0.9701044166925197,0.20573403206465213,8,83,128,Implementation,0.13385122570766228,-0.04735766829259849,2.5714823536257274,1
3,71,0.5228115723138264,46,30,312,157,0.7743655576279135,3,55,0.43589170605116623,7,15,84,0.4223746240048989,0.05412385571917633,55,445,247,Upgrade,-0.2484723459063652,0.6374256102239431,5.766647849359723,0
26,164,0.7057953415650221,22,45,30,99,0.2371189881221205,1,55,0.15261592286917935,5,0,79,0.8442770768788685,0.7677804387234273,92,84,251,CustomDev,0.7110014185889679,0.2585821033018265,2.5387544967960425,1
4,189,1.3276216446853435,6,1,200,297,0.43492166234706764,5,46,0.508338185267496,9,10,9,0.6592474785892171,0.1560773446735465,7,175,307,Migration,-0.04923229007253416,0.23274993962087664,4.6658251394286125,1
9,120,0.6532131876172008,40,24,173,140,0.5163815869121214,4,97,0.8658106285678684,4,0,82,0.8236103825529265,0.654640865550795,55,180,456,Migration,0.31220120943240437,-0.10144630526974506,8.329070077296794,0
3,122,0.7852792849483526,6,40,263,12,0.08724985459644441,6,49,0.19502214734842338,2,2,43,0.15498703675369496,0.2429637268802889,90,256,521,Implementation,-0.31586453356550304,0.773564809175092,9.176478068537843,0
12,150,1.1290686901401759,49,5,77,166,0.43113151145533724,3,17,0.7102881854283283,9,17,15,0.1255268890815291,0.9487605752165389,24,57,562,Migration,-0.09924671124754214,-0.04046774006382747,6.137920183149333,1
22,48,0.6842428100613808,19,40,323,44,0.15236402775455882,9,38,0.0203655339562141,7,11,72,0.047062435003397685,0.820754188564046,38,370,123,CustomDev,-0.035041193888473265,0.5513023045874694,3.761309277967933,0
8,36,0.8031163412435735,23,1,220,80,0.23252309403592786,0,6,1.2361806978255485,6,16,68,0.2176818931316622,0.5933592482882756,79,499,580,Implementation,0.3600507667723455,-0.058324704206871,4.627427225177497,1
24,69,0.9669127271231922,12,39,117,215,0.35628671087870945,2,29,1.0136022307518213,3,6,16,0.6452465966022879,0.10917909747475474,14,127,489,Upgrade,-0.0505428866497975,-0.08616924911564727,2.411085886927144,1
18,96,0.7281092837679382,4,9,134,226,0.4897304734060145,0,47,0.9735499177827297,7,2,24,0.5029807636376227,0.5912887820768716,14,185,180,CustomDev,0.20762356470082288,-0.146636717756628,2.308874848451336,0
18,148,1.492413683977933,20,33,259,243,0.43420495172237417,8,8,1.2716340492205396,0,2,46,0.665506538007164,0.04220412293236275,48,298,87,Implementation,0.06388793890816769,0.589835117861859,1.3333372147411306,0
28,52,0.6634460173212678,18,41,92,137,0.07157948608091036,2,49,0.20826860134559622,2,17,24,0.9725125271230695,0.08184286828373888,1,182,594,Upgrade,0.7164517782835713,0.9610385826247225,1.8245085427476821,0
12,113,1.349937104920253,22,40,129,305,0.35036943882444505,0,22,1.4515413747095367,9,17,55,0.16118635724250774,0.695299624862146,35,433,276,Implementation,0.9036273946114508,0.29718783668094695,2.9048735745469316,0
10,1,0.9700998314987191,24,28,360,21,0.039220702923732476,7,92,0.07035498744042606,1,19,19,0.2217207917098032,0.15107436243084627,28,302,496,Implementation,0.9791830711132921,0.7804316860472695,5.544148486943589,1
29,7,0.6291236797201885,31,45,324,138,0.25078694970667437,8,14,0.668450638144389,0,10,75,0.22469418258455576,0.0838560294186621,64,423,446,Implementation,0.36775463991901947,0.7432023616843857,3.1536902933894804,1
16,193,0.6184861571625806,3,7,141,88,0.08510993721754367,8,46,0.002833050845009677,9,14,22,0.7242255342904347,0.448151402872083,62,272,320,Migration,0.4693433239089255,0.2775898157221878,8.401576290204556,1
18,170,1.0002960560508554,18,11,216,15,0.16738755756478985,2,19,1.3812238141217539,3,3,7,0.03151804253967583,0.9846974300878976,0,329,189,Upgrade,-0.3957487084549909,0.1947269290302387,2.2730782127214075,1
8,172,0.8535201714692102,43,6,168,204,0.5024905032420078,0,44,0.7160740658663788,9,9,39,0.3368480992793741,0.7501086358265359,70,369,396,Upgrade,-0.46781270846354406,0.7482534975097797,9.540320782755117,0
6,66,0.7346022991129937,47,35,97,20,0.9273103935004581,2,48,0.4101894446133059,0,8,22,0.5490341563092768,0.5080279821489824,36,113,395,Migration,0.25642231808893134,0.9878655918279491,3.3826443807486246,0
